timeline,mean_inst_0,mean_inst_1,mean_inst_2,mean_cumm_0,mean_cumm_1,mean_cumm_2,std_inst_0,std_inst_1,std_inst_2,std_cumm_0,std_cumm_1,std_cumm_2
0.302302302302,0.00379026886609,0.051884798879,0.0171647383391,34000.42759,138413.41242,115849.024402,0.00227288231977,0.0624635012441,0.0359668219596,19954.4089447,110101.815165,87360.4426178
0.302802802803,0.00378781975945,0.0518841337934,0.0171577618315,34010.9142052,138562.452981,115891.190867,0.00227166642247,0.0624635280008,0.035968938728,19959.0531998,110275.72611,87397.2418355
0.303303303303,0.00378537065281,0.0518831441039,0.0171510487002,34021.4008204,138711.447229,115933.357333,0.00227046460518,0.0624637609623,0.0359709738412,19963.6995635,110449.728879,87434.1197769
0.303803803804,0.00378292154617,0.0518818596138,0.0171356793411,34031.8874356,138860.399415,115975.402758,0.00226927689028,0.0624641814181,0.0359761508765,19968.3480342,110623.82096,87471.0182023
0.304304304304,0.00378047243954,0.0518805751237,0.0171181586797,34042.3740509,139009.351601,116017.413077,0.00226810329993,0.0624646022152,0.0359822745713,19972.9986105,110797.979925,87507.9784413
0.304804804805,0.0037780233329,0.0518795061173,0.0171006380182,34052.8606661,139158.303787,116059.423395,0.00226694385605,0.0624648941967,0.0359886006265,19977.6512908,110972.205458,87545.017277
0.305305305305,0.00377557422626,0.051878470442,0.017087922154,34063.3472813,139307.255974,116101.381171,0.00226579858037,0.0624651665053,0.0359931292104,19982.3060738,111146.497246,87582.1829038
0.305805805806,0.00377312511962,0.0518774347667,0.0170846685252,34073.8338965,139456.20816,116143.338896,0.00226466749438,0.0624654391166,0.0359938642777,19986.9629579,111320.854979,87619.4269818
0.306306306306,0.00377067601299,0.0518763990914,0.0170834932433,34084.3205117,139605.160346,116185.296622,0.00226355061935,0.0624657120305,0.0359937442556,19991.6219417,111495.278347,87656.7493648
0.306806806807,0.00376822690635,0.0518753634161,0.0170824146764,34094.8071269,139754.112532,116227.254347,0.00226244797633,0.062465985247,0.0359935904972,19996.2830238,111669.767043,87694.1499529
0.307307307307,0.00376577779971,0.0518743277408,0.0170814283203,34105.2937421,139903.064718,116269.212073,0.00226135958614,0.0624662587661,0.035993404555,20000.9462026,111844.32076,87731.6286461
0.307807807808,0.00376332869307,0.0518732920655,0.0170804419641,34115.7803574,140052.016905,116311.169798,0.00226028546937,0.0624665325878,0.0359932188025,20005.6114766,112018.939195,87769.1853443
0.308308308308,0.00376087958643,0.0518722563902,0.0170794556079,34126.2669726,140200.969091,116353.127524,0.00225922564637,0.0624668067122,0.0359930332396,20010.2788445,112193.622045,87806.8199474
0.308808808809,0.0037584304798,0.0518712207149,0.017078562629,34136.7535878,140349.921277,116395.085249,0.00225818013727,0.0624670811391,0.0359928150833,20014.9483048,112368.36901,87844.5323552
0.309309309309,0.00375598137316,0.0518701850396,0.0170777748453,34147.240203,140498.873463,116437.042975,0.00225714896197,0.0624673558686,0.035992560151,20019.6198559,112543.179792,87882.3224677
